AT,AP,AH,TEY,CO,NOX,AP_normalized
14.582,1008.5,44.281,137.68,1.6782,65.861,-0.6376811594202982
13.526,1008.7,40.539,138.56,2.689,70.871,-0.6144927536231912
12.101,1008.9,45.877,122.92,5.3536,74.111,-0.5913043478260974
10.574,1009.1,53.487,108.5,7.0833,77.487,-0.5681159420289904
9.1954,1009.2,63.105,109.38,6.6497,75.438,-0.5565217391304369
9.0263,1009.5,63.219,138.22,2.8662,69.845,-0.5217391304347895
8.9961,1010.0,62.72,138.53,2.8065,69.89,-0.4637681159420351
9.2765,1010.4,64.849,133.74,3.1462,70.371,-0.4173913043478342
9.0518,1010.8,66.535,138.28,2.9521,68.743,-0.37101449275363335
8.6529,1011.5,62.698,137.84,2.9346,71.253,-0.28985507246377196
7.7697,1014.8,53.297,131.83,3.1316,74.952,0.09275362318840175
9.3335,1014.8,47.618,141.32,2.2124,71.267,0.09275362318840175
10.429,1014.9,41.842,156.91,3.4593,66.283,0.10434782608695527
11.191,1015.0,39.787,158.17,2.7448,62.79,0.11594202898550877
11.952,1015.1,38.618,157.57,1.6191,59.22,0.1275362318840623
12.562,1015.1,40.078,157.79,1.2045,57.91,0.1275362318840623
12.671,1014.8,40.544,158.88,2.2426,61.644,0.09275362318840175
13.065,1014.6,41.179,159.05,3.1307,62.692,0.0695652173913079
13.311,1014.6,42.703,158.8,3.1464,62.688,0.0695652173913079
13.258,1014.6,42.687,140.19,2.9823,69.793,0.0695652173913079
12.769,1014.4,43.128,131.03,3.5305,70.835,0.04637681159420087
12.245,1014.5,47.606,138.0,2.8136,69.829,0.05797101449275439
11.706,1014.5,52.463,136.37,2.9085,68.632,0.05797101449275439
9.7954,1014.3,59.707,118.35,4.7379,72.514,0.03478260869564736
8.1047,1014.1,65.198,120.64,4.5919,73.815,0.011594202898553514
7.0117,1013.9,69.589,104.55,7.0833,56.838,-0.011594202898553514
7.065,1012.5,76.429,104.04,7.0833,56.838,-0.17391304347826317
7.6056,1012.0,75.693,104.07,7.0833,56.838,-0.23188405797101755
7.7562,1011.9,75.511,105.97,7.0833,56.838,-0.24347826086957106
7.6361,1012.0,74.602,104.71,7.0833,56.838,-0.23188405797101755
7.5866,1011.9,75.465,110.57,5.8149,75.064,-0.24347826086957106
8.0064,1011.9,72.866,110.33,5.5647,73.936,-0.24347826086957106
10.027,1012.4,62.753,110.73,5.4925,73.222,-0.18550724637681668
12.01,1012.6,53.894,122.59,4.9329,73.083,-0.16231884057970966
13.121,1012.9,54.43,109.09,7.0833,73.953,-0.1275362318840623
13.852,1013.1,55.699,108.42,6.1205,70.727,-0.10434782608695527
14.597,1013.0,53.977,106.09,4.7785,71.11,-0.11594202898550877
15.199,1012.8,48.628,107.42,5.4614,71.461,-0.1391304347826158
15.514,1012.5,40.243,107.86,4.2588,70.667,-0.17391304347826317
14.897,1012.3,42.791,108.41,3.1116,70.34,-0.19710144927537018
14.297,1012.2,48.556,109.11,3.6324,70.518,-0.20869565217391053
13.779,1011.9,51.638,109.42,5.5861,73.127,-0.24347826086957106
12.957,1011.8,58.254,131.71,3.8362,68.704,-0.2550724637681246
12.297,1012.1,65.599,138.23,3.1959,66.651,-0.22028985507246404
11.822,1012.2,68.745,139.77,2.6338,66.126,-0.20869565217391053
10.582,1011.9,69.581,138.51,2.4938,66.762,-0.24347826086957106
9.9087,1011.5,71.888,121.37,4.7003,71.939,-0.28985507246377196
13.345,1007.3,72.781,104.04,7.0213,76.505,-0.776811594202914
14.928,1006.8,62.942,103.85,6.5025,71.408,-0.8347826086956684
16.113,1006.3,60.568,129.04,3.9447,65.0,-0.8927536231884229
17.026,1006.1,57.771,150.89,4.3383,63.648,-0.9159420289855167
17.566,1006.0,56.751,152.14,1.8946,59.286,-0.9275362318840702
17.518,1006.1,61.65,151.89,2.3361,63.079,-0.9159420289855167
16.496,1005.7,72.6,152.81,3.6872,64.895,-0.9623188405797175
16.152,1005.2,78.504,153.69,5.0013,63.77,-1.020289855072472
16.624,1003.8,78.82,153.33,2.2131,61.328,-1.1826086956521948
17.012,1003.0,74.823,151.88,1.5365,63.617,-1.2753623188405965
16.118,1002.8,75.768,154.03,3.4553,66.377,-1.2985507246377035
13.827,1003.3,81.214,156.86,2.1478,60.499,-1.2405797101449492
11.61,1003.6,88.824,157.16,1.2045,56.098,-1.2057971014492885
11.249,1003.9,91.087,157.51,1.2045,57.722,-1.1710144927536412
11.127,1004.9,90.713,158.11,1.3828,59.482,-1.0550724637681326
11.059,1005.2,91.839,155.81,2.1885,61.701,-1.020289855072472
10.985,1004.9,91.923,156.63,2.1729,62.269,-1.0550724637681326
10.857,1004.4,90.141,148.74,2.397,70.761,-1.113043478260887
8.4446,1009.2,72.43,158.97,2.7838,67.329,-0.5565217391304369
9.2892,1009.8,68.608,158.31,2.0931,62.684,-0.4869565217391421
10.153,1010.3,64.897,159.0,1.8929,61.823,-0.42898550724638773
11.044,1010.8,60.592,159.0,2.3996,63.096,-0.37101449275363335
11.205,1010.9,57.915,158.9,2.4453,64.299,-0.35942028985507984
11.247,1011.0,58.618,157.56,4.3397,67.012,-0.34782608695652634
11.401,1010.9,60.27,158.78,2.554,61.93,-0.35942028985507984
11.493,1011.1,60.02,158.24,1.2045,58.395,-0.33623188405797283
11.084,1011.5,59.578,158.39,1.2045,59.242,-0.28985507246377196
10.644,1011.8,62.838,158.04,1.7881,62.294,-0.2550724637681246
10.205,1012.2,64.185,159.65,2.8017,62.207,-0.20869565217391053
9.7653,1012.8,66.896,149.27,3.1095,65.468,-0.1391304347826158
9.3098,1013.5,65.704,107.34,7.0833,80.798,-0.05797101449275439
7.83,1014.5,68.088,134.75,3.4326,75.2,0.05797101449275439
7.4354,1014.7,68.754,134.36,3.454,73.084,0.08115942028986141
6.6683,1014.7,72.215,135.62,3.2935,73.144,0.08115942028986141
6.0164,1014.6,72.142,135.49,3.1563,74.369,0.0695652173913079
5.5134,1014.6,73.056,125.24,3.9301,56.838,0.0695652173913079
8.2119,1015.9,60.186,121.67,4.3132,77.126,0.22028985507246404
9.5359,1016.0,46.807,157.76,2.7462,63.456,0.23188405797101755
10.468,1015.9,41.583,158.64,2.4891,63.161,0.22028985507246404
10.862,1015.7,40.336,157.91,2.4782,63.316,0.19710144927537018
11.134,1015.5,39.386,157.34,2.9893,63.96,0.17391304347826317
11.485,1015.2,37.729,157.54,3.0037,63.976,0.1391304347826158
11.764,1015.0,36.173,158.02,2.6437,63.031,0.11594202898550877
11.757,1014.7,38.61,157.18,2.6502,63.519,0.08115942028986141
11.002,1014.7,42.648,159.08,2.7776,62.811,0.08115942028986141
10.08,1014.8,45.48,158.73,2.5341,61.864,0.09275362318840175
9.0628,1014.9,51.1,160.52,2.1759,58.993,0.10434782608695527
8.0105,1015.0,57.285,159.29,1.9772,59.958,0.11594202898550877
6.7939,1015.0,66.532,135.48,3.4837,56.838,0.11594202898550877
5.4417,1014.8,73.46,109.05,7.0833,56.838,0.09275362318840175
4.451,1014.7,77.758,107.06,7.0833,56.838,0.08115942028986141
9.0025,1010.6,72.552,104.0,7.0833,56.838,-0.3942028985507272
9.3272,1010.5,73.059,139.13,5.2473,71.406,-0.4057971014492807
9.3674,1010.9,77.037,158.56,2.2778,59.514,-0.35942028985507984
9.613,1011.3,74.852,157.3,3.4441,62.099,-0.31304347826087897
9.964,1011.7,68.311,144.06,3.8225,74.9,-0.2666666666666649
7.5869,1022.6,78.084,108.46,7.0833,56.838,0.9971014492753781
10.274,1023.2,58.822,137.1,3.6475,72.454,1.066666666666686
11.872,1023.8,42.597,142.41,5.561,76.829,1.1362318840579808
12.496,1024.4,38.738,157.6,2.9807,59.772,1.2057971014493019
12.653,1024.6,34.46,156.59,2.5458,61.214,1.2289855072463824
12.934,1024.5,32.979,156.12,2.6211,61.521,1.2173913043478422
13.13,1024.5,32.557,155.59,2.5917,61.631,1.2173913043478422
13.119,1024.5,31.99,155.64,2.3196,60.636,1.2173913043478422
13.159,1024.4,30.542,156.05,2.4161,61.041,1.2057971014493019
13.024,1024.4,30.39,100.58,7.0833,56.838,1.2057971014493019
4.601,1024.5,66.827,164.37,2.7521,58.441,1.2173913043478422
8.2531,1023.5,60.278,111.97,2.9222,56.838,1.1014492753623333
11.591,1023.5,43.82,156.8,2.1112,61.515,1.1014492753623333
12.76,1023.4,46.95,155.91,3.4307,62.545,1.0898550724637799
13.545,1023.0,47.522,156.13,2.8781,59.353,1.043478260869579
14.202,1022.3,47.107,155.5,3.1608,58.546,0.9623188405797175
14.76,1021.5,41.681,154.05,1.616,56.677,0.8695652173913158
15.418,1020.6,40.023,155.28,2.279,60.293,0.7652173913043605
15.994,1019.9,42.216,153.89,4.1298,63.226,0.6840579710144992
16.167,1019.6,45.368,155.05,3.6825,62.981,0.6492753623188517
15.975,1019.5,53.259,155.03,3.0044,59.155,0.6376811594202982
14.75,1019.4,62.969,157.24,3.3591,57.367,0.6260869565217447
12.774,1019.5,71.682,157.99,4.5206,54.734,0.6376811594202982
11.237,1019.7,71.558,160.02,2.4722,53.415,0.6608695652174053
10.143,1019.8,74.399,158.57,3.1553,59.211,0.6724637681159457
10.766,1019.8,61.351,117.24,5.1729,56.838,0.6724637681159457
11.111,1019.9,52.356,154.37,3.3762,65.542,0.6840579710144992
10.593,1020.0,54.402,158.86,2.5251,57.654,0.6956521739130527
9.0347,1020.0,60.297,160.99,2.5715,57.419,0.6956521739130527
8.153,1019.9,61.527,129.32,4.4645,56.838,0.6840579710144992
13.638,1021.7,49.881,107.26,6.7025,76.986,0.8927536231884229
14.914,1021.9,47.683,106.05,7.0833,73.497,0.9159420289855167
15.796,1022.0,45.335,106.41,6.3942,71.538,0.9275362318840702
16.589,1021.8,38.886,105.99,6.3412,70.86,0.9043478260869632
17.391,1021.5,38.296,105.83,4.8151,66.732,0.8695652173913158
18.285,1020.8,33.012,102.4,7.0833,56.838,0.7884057971014544
16.69,1020.7,42.558,106.87,6.4069,71.248,0.776811594202914
14.667,1020.9,59.097,135.83,4.3201,66.999,0.8000000000000079
12.645,1021.1,59.022,137.57,3.3591,65.097,0.8231884057971149
11.094,1021.4,61.615,135.38,1.2045,62.901,0.8579710144927623
9.9717,1021.6,67.384,133.88,1.2045,66.116,0.8811594202898694
8.7893,1021.7,70.164,105.04,7.0833,56.838,0.8927536231884229
8.2885,1021.3,77.297,155.58,2.4247,58.291,0.8463768115942087
11.878,1021.5,74.839,155.35,2.6169,57.046,0.8695652173913158
14.438,1021.6,69.987,154.72,4.1885,59.208,0.8811594202898694
15.553,1021.7,66.493,152.85,4.0023,58.451,0.8927536231884229
16.92,1021.7,56.987,152.26,3.2384,58.076,0.8927536231884229
18.013,1021.2,52.412,151.71,2.9838,57.731,0.8347826086956684
18.817,1020.7,49.74,151.95,2.6069,56.181,0.776811594202914
19.751,1020.2,44.719,151.91,2.0781,58.163,0.7188405797101597
19.076,1019.9,52.628,151.71,3.1257,59.865,0.6840579710144992
18.102,1019.3,58.245,152.2,3.1491,61.566,0.6144927536231912
18.222,1019.0,54.835,142.07,3.8636,63.13,0.5797101449275439
16.824,1019.1,60.834,109.11,5.2519,61.554,0.5913043478260974
15.929,1019.2,59.913,135.04,1.2045,59.182,0.6028985507246509
14.392,1019.3,64.17,135.64,1.8034,61.394,0.6144927536231912
13.18,1019.2,69.319,134.13,2.5379,62.668,0.6028985507246509
11.959,1018.8,74.451,134.81,2.5582,64.191,0.5565217391304369
11.055,1018.7,76.212,138.17,2.6907,65.561,0.5449275362318965
10.45,1018.4,76.736,139.03,2.4077,64.828,0.510144927536236
9.0651,1017.5,79.714,139.71,3.0146,72.453,0.4057971014492807
10.712,1017.6,80.316,156.3,2.3024,56.421,0.4173913043478342
13.244,1017.6,77.38,155.88,2.8721,56.933,0.4173913043478342
15.258,1017.8,71.519,139.83,4.3559,63.926,0.4405797101449281
17.473,1017.5,61.119,136.67,3.4437,62.431,0.4057971014492807
19.242,1017.2,54.999,138.4,2.4807,61.949,0.37101449275363335
19.741,1017.0,51.721,137.93,2.4827,64.207,0.34782608695652634
20.017,1017.0,54.043,137.24,3.0556,62.743,0.34782608695652634
17.762,1017.2,58.547,137.25,2.9512,62.637,0.37101449275363335
14.298,1017.1,75.746,138.03,1.9954,59.188,0.35942028985507984
13.607,1017.3,74.679,137.59,1.2045,58.598,0.3826086956521737
13.252,1017.5,71.326,136.9,2.2147,62.234,0.4057971014492807
13.04,1018.1,71.363,138.82,3.106,65.239,0.4753623188405886
12.611,1018.7,72.67,139.13,3.4058,65.644,0.5449275362318965
11.979,1019.1,76.028,137.84,4.0339,66.101,0.5913043478260974
11.663,1019.5,79.989,137.17,4.9142,62.999,0.6376811594202982
11.309,1019.5,81.285,137.83,2.4206,59.6,0.6376811594202982
10.891,1019.4,81.17,138.16,2.7334,63.107,0.6260869565217447
10.169,1019.4,81.228,137.68,3.2494,65.815,0.6260869565217447
8.991,1019.2,83.678,138.88,3.2956,66.547,0.6028985507246509
8.4099,1018.9,86.133,139.2,2.9615,67.092,0.5681159420289904
8.3573,1019.1,86.478,139.15,2.7309,66.056,0.5913043478260974
8.3699,1019.1,85.792,139.68,2.4447,65.93,0.5913043478260974
8.0307,1019.3,85.807,109.87,6.6332,76.148,0.6144927536231912
8.0364,1019.7,87.117,139.0,3.1393,68.366,0.6608695652174053
8.9485,1019.9,88.951,130.95,3.9838,69.125,0.6840579710144992
10.522,1020.3,86.16,138.04,3.071,64.445,0.7304347826087
12.124,1020.6,81.512,136.89,4.8178,65.954,0.7652173913043605
13.528,1020.7,74.816,137.38,4.3957,62.835,0.776811594202914
14.399,1020.5,70.862,113.65,5.7591,67.47,0.753623188405807
15.449,1020.1,68.037,123.77,4.0453,64.115,0.7072463768116062
15.684,1019.6,67.223,136.64,1.2045,60.569,0.6492753623188517
16.668,1019.1,64.116,137.69,2.2662,62.855,0.5913043478260974
17.434,1018.7,60.09,137.05,3.2214,63.858,0.5449275362318965
17.798,1018.4,54.704,137.15,3.384,64.953,0.510144927536236
17.442,1018.3,55.991,136.88,3.1189,63.307,0.49855072463768246
16.069,1018.3,63.007,137.47,4.2159,64.238,0.49855072463768246
14.408,1018.7,70.144,137.51,3.4502,59.991,0.5449275362318965
13.292,1019.3,76.206,137.73,2.533,61.301,0.6144927536231912
12.073,1019.3,77.094,136.13,3.8458,66.427,0.6144927536231912
10.93,1019.5,78.584,137.73,3.8643,68.704,0.6376811594202982
9.9968,1019.6,79.401,134.31,3.7866,68.914,0.6492753623188517
9.086,1019.6,80.823,135.94,3.0827,66.968,0.6492753623188517
8.4517,1019.4,81.917,137.14,2.9557,67.333,0.6260869565217447
8.0467,1019.2,82.147,137.22,2.9583,68.44,0.6028985507246509
7.7092,1019.0,82.096,137.35,2.8759,69.684,0.5797101449275439
7.5153,1018.9,81.699,136.32,3.1701,71.327,0.5681159420289904
7.2934,1019.1,81.496,112.62,7.0833,82.026,0.5913043478260974
7.5152,1019.5,82.277,125.61,5.0226,75.506,0.6376811594202982
9.2941,1019.9,83.046,136.42,2.576,65.318,0.6840579710144992
12.131,1020.0,81.76,138.08,2.9414,64.096,0.6956521739130527
14.222,1019.9,75.758,142.13,3.5079,64.762,0.6840579710144992
15.498,1019.8,70.951,138.33,3.2688,61.926,0.6724637681159457
16.747,1019.6,66.539,137.3,3.0324,62.262,0.6492753623188517
17.945,1019.4,56.301,137.56,3.0953,63.146,0.6260869565217447
18.819,1019.1,47.314,136.16,3.1734,62.128,0.5913043478260974
19.526,1018.3,46.224,135.77,2.5812,62.606,0.49855072463768246
19.902,1017.4,41.169,135.44,4.6905,66.547,0.3942028985507272
20.209,1017.0,36.472,117.41,5.545,65.093,0.34782608695652634
19.689,1016.6,43.262,108.96,5.1463,63.431,0.30144927536232546
18.428,1016.2,54.965,120.27,5.0953,64.071,0.2550724637681246
17.129,1016.6,60.468,134.73,4.4385,61.457,0.30144927536232546
16.351,1016.9,61.392,133.91,2.9258,60.382,0.33623188405797283
15.976,1016.7,62.792,136.06,3.4232,65.006,0.31304347826087897
14.895,1016.6,63.871,135.35,3.8304,67.303,0.30144927536232546
14.957,1016.6,63.806,134.26,3.5951,65.136,0.30144927536232546
15.229,1016.5,57.863,123.09,4.7024,67.479,0.28985507246377196
14.731,1016.3,55.416,109.46,5.9594,70.509,0.2666666666666649
14.339,1016.2,56.941,109.17,6.6442,69.777,0.2550724637681246
13.832,1016.2,60.635,108.69,7.0833,67.275,0.2550724637681246
13.017,1016.3,65.794,109.24,4.9486,62.987,0.2666666666666649
13.512,1016.5,63.831,109.06,5.4727,67.122,0.28985507246377196
14.175,1016.8,61.519,123.74,4.5129,67.563,0.3246376811594193
15.738,1017.0,55.159,136.45,4.8533,68.299,0.34782608695652634
16.918,1017.1,50.776,134.64,3.3366,62.98,0.35942028985507984
17.653,1017.0,48.061,134.01,1.5613,60.287,0.34782608695652634
18.73,1017.0,45.629,134.91,1.2045,61.514,0.34782608695652634
19.923,1016.7,43.261,134.54,1.9665,62.343,0.31304347826087897
20.842,1016.2,46.0,133.2,3.268,62.192,0.2550724637681246
22.307,1015.5,45.053,135.04,3.4884,62.074,0.17391304347826317
22.684,1014.7,45.559,136.28,3.0637,61.385,0.08115942028986141
23.167,1014.0,47.166,133.18,2.894,59.433,0.0
22.951,1013.5,49.741,109.54,5.0296,54.83,-0.05797101449275439
21.993,1013.2,52.984,108.99,5.2186,57.425,-0.09275362318840175
20.468,1013.0,56.941,126.12,2.4001,56.441,-0.11594202898550877
18.993,1013.1,64.718,134.11,2.9933,60.109,-0.10434782608695527
18.026,1013.3,68.998,114.19,4.7943,58.628,-0.08115942028986141
17.264,1013.1,70.955,134.01,1.2045,54.262,-0.10434782608695527
16.885,1012.8,71.39,125.03,1.4589,58.978,-0.1391304347826158
17.112,1012.7,68.903,108.35,4.9592,59.688,-0.15072463768115613
16.88,1012.5,67.676,117.5,4.7293,57.793,-0.17391304347826317
16.342,1012.3,69.515,116.89,2.6958,56.532,-0.19710144927537018
15.847,1012.1,70.787,108.13,5.154,61.605,-0.22028985507246404
14.676,1011.8,71.833,108.6,7.0833,65.323,-0.2550724637681246
13.267,1011.7,75.581,108.36,5.4886,61.173,-0.2666666666666649
12.388,1011.4,77.919,107.73,5.6706,65.292,-0.30144927536232546
13.482,1011.5,76.662,109.3,7.0833,68.204,-0.28985507246377196
14.787,1011.6,76.166,121.53,5.2864,61.579,-0.27826086956521845
17.723,1011.4,64.112,135.14,2.6908,60.996,-0.30144927536232546
19.067,1011.5,57.831,132.13,2.0953,59.065,-0.28985507246377196
19.98,1011.4,55.686,130.9,1.9724,59.111,-0.30144927536232546
21.158,1011.1,51.637,134.34,2.5586,62.503,-0.33623188405797283
22.151,1010.7,46.756,133.99,3.362,61.995,-0.3826086956521737
22.517,1009.8,45.74,135.34,3.7339,63.461,-0.4869565217391421
22.886,1008.9,43.766,134.37,2.5066,60.759,-0.5913043478260974
23.163,1008.2,42.976,134.01,1.5765,58.161,-0.6724637681159457
23.135,1007.8,43.875,107.98,3.9191,54.869,-0.7188405797101597
22.851,1007.7,42.469,107.93,4.2458,55.425,-0.7304347826087
20.51,1007.5,52.803,108.24,4.4592,55.983,-0.753623188405807
19.524,1007.4,54.368,109.61,3.3626,56.402,-0.7652173913043605
18.666,1008.4,54.507,108.71,5.1957,61.148,-0.6492753623188517
18.096,1009.5,55.568,107.91,5.4471,60.504,-0.5217391304347895
17.817,1009.7,55.95,107.61,3.8958,58.635,-0.49855072463768246
17.08,1009.3,61.197,107.11,5.7113,62.157,-0.5449275362318965
16.375,1009.2,63.379,106.54,5.2412,59.841,-0.5565217391304369
15.978,1009.1,67.234,107.83,4.338,59.323,-0.5681159420289904
15.127,1008.9,70.54,107.16,5.7467,62.19,-0.5913043478260974
12.544,1011.8,69.574,108.25,4.0088,73.552,-0.2550724637681246
11.868,1012.9,75.289,106.81,5.6742,73.695,-0.1275362318840623
11.113,1014.2,82.235,106.96,6.8512,74.216,0.02318840579710703
10.562,1015.1,84.337,107.35,6.843,74.967,0.1275362318840623
10.052,1015.8,82.409,107.66,6.5101,76.137,0.20869565217391053
9.6805,1016.3,77.452,108.01,6.3951,77.69,0.2666666666666649
9.4424,1016.8,75.77,107.27,6.8217,80.233,0.3246376811594193
9.2457,1016.9,75.629,107.6,6.95,80.584,0.33623188405797283
9.0906,1016.8,75.149,107.61,6.9672,80.685,0.3246376811594193
8.8567,1016.9,73.751,108.25,6.1669,77.461,0.33623188405797283
8.6529,1017.1,72.455,107.69,7.0833,82.642,0.35942028985507984
8.5677,1016.9,74.314,106.59,7.0833,56.838,0.33623188405797283
8.4683,1017.1,76.378,110.18,7.0581,77.376,0.35942028985507984
8.395,1017.2,76.922,109.2,6.722,77.025,0.37101449275363335
8.391,1017.2,76.891,130.93,3.6677,71.064,0.37101449275363335
8.3501,1017.0,77.213,136.21,2.7145,68.617,0.34782608695652634
8.1053,1016.8,79.229,122.01,5.3552,74.624,0.3246376811594193
3.7998,1014.6,83.535,109.87,7.0833,56.838,0.0695652173913079
4.2423,1014.5,83.046,110.71,6.5355,81.559,0.05797101449275439
5.8668,1014.4,84.103,136.1,2.5134,71.218,0.04637681159420087
8.3981,1014.3,73.821,134.94,2.6254,69.67,0.03478260869564736
11.102,1014.3,60.856,133.73,3.8694,69.596,0.03478260869564736
12.738,1013.9,56.018,134.93,4.3123,67.59,-0.011594202898553514
13.548,1013.3,47.559,135.16,3.1951,67.5,-0.08115942028986141
14.105,1012.6,35.46,133.86,1.7312,66.926,-0.16231884057970966
14.676,1011.9,33.611,135.37,1.2045,67.098,-0.24347826086957106
15.558,1011.0,34.717,135.18,1.9071,69.3,-0.34782608695652634
15.728,1010.4,30.898,134.67,5.3206,71.744,-0.4173913043478342
15.542,1010.0,30.664,134.71,4.2574,67.651,-0.4637681159420351
14.633,1009.4,41.94,135.22,3.0636,67.756,-0.533333333333343
13.67,1009.0,47.38,135.86,5.4576,70.937,-0.5797101449275439
13.072,1009.2,55.176,135.63,3.9305,65.321,-0.5565217391304369
11.137,1009.6,62.082,135.58,3.693,67.138,-0.510144927536236
9.4032,1009.7,68.1,134.33,6.2159,71.075,-0.49855072463768246
8.1285,1009.6,70.784,134.6,3.848,67.62,-0.510144927536236
7.0837,1009.6,74.75,135.41,3.649,71.243,-0.510144927536236
6.7551,1009.3,76.992,136.14,3.9329,72.613,-0.5449275362318965
10.224,1009.1,70.906,120.66,4.2254,67.874,-0.5681159420289904
10.849,1009.8,70.953,135.67,1.2045,60.354,-0.4869565217391421
11.255,1011.2,68.144,137.35,2.9346,64.831,-0.3246376811594193
10.481,1012.2,73.908,134.37,1.2045,61.817,-0.20869565217391053
11.066,1012.7,67.057,136.0,1.2045,61.362,-0.15072463768115613
11.761,1013.2,60.276,133.51,2.6998,64.487,-0.09275362318840175
12.364,1013.8,53.504,130.74,2.2878,63.507,-0.02318840579710703
12.88,1014.3,47.58,131.89,1.2045,63.313,0.03478260869564736
12.983,1014.4,40.526,135.1,2.2891,68.715,0.04637681159420087
13.433,1014.5,38.111,135.3,3.4363,70.805,0.05797101449275439
13.323,1014.7,39.851,134.63,3.4073,70.258,0.08115942028986141
12.934,1015.0,43.42,134.67,3.0308,67.998,0.11594202898550877
12.293,1015.6,47.136,134.82,2.9013,69.37,0.18550724637681668
11.173,1016.2,51.518,134.76,2.7637,69.387,0.2550724637681246
10.302,1016.5,58.248,134.64,3.0415,69.047,0.28985507246377196
9.6399,1016.4,60.061,134.0,3.6303,70.14,0.27826086956521845
6.7287,1015.9,69.642,134.96,3.4074,72.168,0.22028985507246404
5.2114,1015.7,74.744,136.27,3.1249,72.375,0.19710144927537018
4.4,1015.4,77.838,136.68,3.1904,73.988,0.16231884057970966
3.935,1015.1,79.08,130.59,3.6674,73.743,0.1275362318840623
4.0002,1014.7,80.715,113.48,5.9856,72.898,0.08115942028986141
4.9681,1014.3,81.519,135.39,3.1892,69.677,0.03478260869564736
6.2971,1014.1,78.817,134.12,3.2598,70.219,0.011594202898553514
7.1662,1014.4,79.702,135.85,3.4778,70.802,0.04637681159420087
8.5384,1014.4,78.635,136.25,3.3528,69.583,0.04637681159420087
10.19,1014.4,70.764,137.73,3.0718,69.831,0.04637681159420087
11.448,1014.6,66.571,137.23,3.1528,67.919,0.0695652173913079
11.981,1014.6,68.62,134.41,3.3855,68.097,0.0695652173913079
10.31,1014.8,73.424,134.99,3.3877,69.047,0.09275362318840175
10.178,1014.9,71.688,134.64,3.2194,66.92,0.10434782608695527
11.639,1014.9,67.411,135.02,3.0196,65.686,0.10434782608695527
11.372,1015.5,64.022,134.36,3.3668,66.61,0.17391304347826317
11.091,1016.0,61.264,133.49,3.2032,67.095,0.23188405797101755
11.223,1016.5,57.578,135.68,2.8598,65.999,0.28985507246377196
11.197,1017.1,52.106,133.19,3.2601,67.74,0.35942028985507984
10.449,1017.7,56.959,134.17,3.3966,69.292,0.42898550724638773
8.9581,1018.5,65.824,135.2,3.2251,70.015,0.5217391304347895
7.5982,1019.1,71.119,135.03,3.4699,70.981,0.5913043478260974
6.699,1019.4,74.7,134.44,3.7472,72.366,0.6260869565217447
5.6218,1019.6,77.106,135.2,3.8996,73.724,0.6492753623188517
4.6995,1020.0,78.838,132.86,3.7221,74.419,0.6956521739130527
4.2759,1020.0,80.471,132.63,3.6513,74.415,0.6956521739130527
4.222,1020.0,81.034,134.9,3.5006,73.694,0.6956521739130527
4.344,1020.0,80.544,109.83,7.0833,56.838,0.6956521739130527
4.2436,1020.1,79.343,108.73,7.0833,56.838,0.7072463768116062
4.1077,1020.2,78.943,110.45,6.7199,82.92,0.7188405797101597
4.2635,1020.4,78.532,110.94,6.4955,81.692,0.7420289855072535
6.3632,1021.3,77.969,134.62,3.0166,76.278,0.8463768115942087
9.0111,1021.5,64.528,131.6,3.2369,72.059,0.8695652173913158
11.213,1021.8,48.992,131.03,4.8306,73.723,0.9043478260869632
12.53,1022.0,47.546,130.87,5.1146,73.129,0.9275362318840702
13.559,1022.0,47.733,131.92,3.7036,68.502,0.9275362318840702
14.439,1022.0,48.219,131.15,2.3365,69.032,0.9275362318840702
14.88,1021.8,47.064,131.67,2.9382,70.913,0.9043478260869632
14.623,1021.5,46.734,132.46,3.3118,69.877,0.8695652173913158
14.297,1021.2,45.259,131.05,3.5296,68.579,0.8347826086956684
14.384,1021.0,45.763,131.69,3.526,68.47,0.8115942028985614
14.357,1021.0,46.549,131.6,3.1666,67.437,0.8115942028985614
13.597,1020.8,49.692,131.32,3.0015,66.527,0.7884057971014544
12.451,1020.7,54.932,131.39,3.1894,67.165,0.776811594202914
11.407,1021.0,60.487,130.84,3.4293,67.739,0.8115942028985614
10.859,1021.0,60.819,130.74,3.5463,69.236,0.8115942028985614
8.8921,1020.9,65.621,134.84,3.2393,71.001,0.8000000000000079
6.7669,1020.7,71.004,122.27,4.5599,73.367,0.776811594202914
5.5663,1020.5,74.396,119.2,5.1207,74.577,0.753623188405807
4.5725,1020.0,80.482,126.21,3.8241,80.866,0.6956521739130527
6.5813,1020.2,82.869,131.63,3.0949,70.407,0.7188405797101597
10.428,1020.4,72.273,156.61,2.7113,59.445,0.7420289855072535
13.103,1020.5,58.636,155.41,3.7341,59.927,0.753623188405807
14.517,1020.4,50.191,153.86,3.459,59.916,0.7420289855072535
15.599,1020.0,43.609,137.2,3.1505,71.783,0.6956521739130527
16.62,1019.6,41.867,135.63,3.1479,70.141,0.6492753623188517
17.577,1019.2,36.25,144.78,1.7252,66.137,0.6028985507246509
18.288,1018.5,36.827,149.44,3.0056,65.107,0.5217391304347895
18.74,1018.0,35.862,136.42,5.1581,69.568,0.4637681159420351
18.878,1017.8,36.575,136.54,3.2389,66.492,0.4405797101449281
18.168,1017.5,40.651,135.83,3.1196,67.32,0.4057971014492807
